poll_epoch,arm_n,replicate,image_digest,clock_offset_s,hostname,status,healthy,reboot_count,tofu_start_epoch,tofu_end_epoch,cloudinit_start_epoch,cloudinit_end_epoch,container_start_epoch,container_end_epoch,total_startup_s,created_epoch,session_started_epoch,last_seen_epoch,machine_identity
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-59,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.02345,,1788399674.813576,i-02409121928a038ba
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-6,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399628.081328,,1788399764.20404,i-06142907a4a56f26a
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-60,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399639.024968,,1788399764.73345,i-0ccb52ae6445c326d
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-7,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399637.597217,,1788399764.079749,i-01c93356dfb8b437c
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-8,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399626.393157,,1788399763.979282,i-036fa39f872fd6c0a
1788399783.696964,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-9,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399633.147491,,1788399764.738455,i-0d8c9d5767dd51adf
1788399788.412693,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-1,initializing,,0,1788399545.0,1788399637.0,,,,,,1788399638.980043,,1788399779.979963,i-0ef04e01e28b1e33f
1788399788.412693,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-10,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399638.981244,,1788399764.589592,i-049909044aedaa3ed
1788399788.412693,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-11,initializing,,0,1788399546.0,1788399637.0,,,,,,1788399638.982057,,1788399777.852158,i-0189ba48a5d051663
1788399788.412693,60,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.5133411884307861,sleap-lablink-client-prod-vm-12,initializing,,0,1788399545.0,1788399637.0,,,,,,1788399638.982873,,1788399768.796919,i-0a416341caf10a7f6
